Energy,Total,Ps,Direct,Ann,Excitation ,Process,Threshold
2290,0.3395,0,0.106,3.85E-07,0,,
2300,0.3386,0,0.1056,3.84E-07,0,,
2310,0.3376,0,0.1052,3.83E-07,0,,
2320,0.3367,0,0.1047,3.82E-07,0,,
2330,0.3357,0,0.1043,3.82E-07,0,,
2340,0.3348,0,0.1039,3.81E-07,0,,
2350,0.3338,0,0.1035,3.80E-07,0,,
2360,0.3329,0,0.1031,3.79E-07,0,,
2370,0.332,0,0.1027,3.78E-07,0,,
2380,0.3311,0,0.1023,3.78E-07,0,,
2390,0.3302,0,0.1019,3.77E-07,0,,
2400,0.3294,0,0.1016,3.76E-07,0,,
2410,0.3285,0,0.1012,3.75E-07,0,,
2420,0.3276,0,0.1008,3.74E-07,0,,
2430,0.3267,0,0.1004,3.74E-07,0,,
2440,0.3259,0,0.1,3.73E-07,0,,
2450,0.325,0,0.0997,3.72E-07,0,,
2460,0.3241,0,0.0993,3.71E-07,0,,
2470,0.3233,0,0.0989,3.71E-07,0,,
2480,0.3224,0,0.0986,3.70E-07,0,,
2490,0.3215,0,0.0982,3.69E-07,0,,
2500,0.3207,0,0.0979,3.68E-07,0,,
2510,0.3199,0,0.0975,3.68E-07,0,,
2520,0.3191,0,0.0971,3.67E-07,0,,
2530,0.3183,0,0.0968,3.66E-07,0,,
2540,0.3175,0,0.0964,3.66E-07,0,,
2550,0.3167,0,0.0961,3.65E-07,0,,
2560,0.3159,0,0.0958,3.64E-07,0,,
2570,0.3151,0,0.0954,3.63E-07,0,,
2580,0.3143,0,0.0951,3.63E-07,0,,
2590,0.3135,0,0.0948,3.62E-07,0,,
2600,0.3127,0,0.0944,3.61E-07,0,,
2610,0.3119,0,0.0941,3.61E-07,0,,
2620,0.3111,0,0.0938,3.60E-07,0,,
2630,0.3103,0,0.0934,3.59E-07,0,,
2640,0.3096,0,0.0931,3.59E-07,0,,
2650,0.3089,0,0.0928,3.58E-07,0,,
2660,0.3081,0,0.0925,3.57E-07,0,,
2670,0.3074,0,0.0922,3.56E-07,0,,
2680,0.3067,0,0.0919,3.56E-07,0,,
2690,0.3059,0,0.0915,3.55E-07,0,,
2700,0.3052,0,0.0912,3.55E-07,0,,
2710,0.3045,0,0.0909,3.54E-07,0,,
2720,0.3038,0,0.0906,3.53E-07,0,,
2730,0.303,0,0.0903,3.53E-07,0,,
2740,0.3023,0,0.09,3.52E-07,0,,
2750,0.3016,0,0.0897,3.51E-07,0,,
2760,0.3008,0,0.0894,3.51E-07,0,,
2770,0.3001,0,0.0891,3.50E-07,0,,
2780,0.2994,0,0.0888,3.49E-07,0,,
2790,0.2987,0,0.0886,3.49E-07,0,,
2800,0.2981,0,0.0883,3.48E-07,0,,
2810,0.2974,0,0.088,3.48E-07,0,,
2820,0.2967,0,0.0877,3.47E-07,0,,
2830,0.2961,0,0.0874,3.46E-07,0,,
2840,0.2954,0,0.0871,3.46E-07,0,,
2850,0.2947,0,0.0868,3.45E-07,0,,
2860,0.2941,0,0.0866,3.44E-07,0,,
2870,0.2934,0,0.0863,3.44E-07,0,,
